2593f67a-fd37-44f0-babe-4a5c1dafb67f,8634b8b7-fb2b-40b3-ba22-b3129d977b93,1) Fejlede sikkerhedsforanstaltninger,"Logning er ikke sat korrekt op, hvorfor brud på fortrolighed ikke opdages og ikke kan dokumenteres",false,6
74bdb0e1-ab6b-459b-92a3-e73433db0f7a,8634b8b7-fb2b-40b3-ba22-b3129d977b93,1) Fejlede sikkerhedsforanstaltninger,"Fratrådte medarbejderes adgang fjernes ikke, og vil derved kunne bruges til at kompromittere aktivet/systemet",false,3
7fdced11-d83f-46e4-92a7-90f843b6bfbb,8634b8b7-fb2b-40b3-ba22-b3129d977b93,1) Fejlede sikkerhedsforanstaltninger,"Medarbejdere har for mange rettigheder til forretningssystemet, f.eks. fordi der er for få roller at vælge mellem, manglende kontrol med rettigheder eller udbredt brug af administratorrettigheder (Der må ikke være en praksis, hvor man på rettighedsskemaet skriver ”skal ligne”)",false,1
8e105319-a25a-4f6d-b6e3-837c4794e03a,8634b8b7-fb2b-40b3-ba22-b3129d977b93,1) Fejlede sikkerhedsforanstaltninger,Backup er fejlbehæftet og system eller data kan ikke genskabes,false,4
9334b41b-ae12-4810-bbe2-171858b00019,8634b8b7-fb2b-40b3-ba22-b3129d977b93,1) Fejlede sikkerhedsforanstaltninger,Uvedkommende får adgang til systemet som følge af utilstrækkelig logon-sikkerhed (er det fx nødvendigt med MFA - Multi Faktor Autentifikation),false,8
cc80ca23-2909-44d9-8ef9-a1072ae6816c,8634b8b7-fb2b-40b3-ba22-b3129d977b93,1) Fejlede sikkerhedsforanstaltninger,Manglende løbende kontrol med administratorrettigheder,false,2
db21cd70-ba2d-4cdd-99eb-18632a78f3b0,8634b8b7-fb2b-40b3-ba22-b3129d977b93,1) Fejlede sikkerhedsforanstaltninger,Backup bliver ikke løbende kontrolleret,false,5
dc104f23-a2c2-4368-a376-4a6ddbf5fa50,8634b8b7-fb2b-40b3-ba22-b3129d977b93,1) Fejlede sikkerhedsforanstaltninger,Der gennemføres ikke løbende kontrol med loghandlinger,false,7
8788cde6-38eb-41e9-9919-f19d7a0cb516,8634b8b7-fb2b-40b3-ba22-b3129d977b93,2) Systemfejl og fejlkonfigurationer,Data i systemet er ikke pålidelige grundet systemets manglende opdatering (patching),false,1
a9f2df1d-0b44-4061-9a64-1ab19daeb664,8634b8b7-fb2b-40b3-ba22-b3129d977b93,3) Medarbejder-relaterede trusler,Menneskelige fejl ifm. anvendelsen af løsningen forekommer ofte (minimum en gang ugentligt),false,2
dbf9ca27-bcbf-4dc0-8f60-a4093e178641,8634b8b7-fb2b-40b3-ba22-b3129d977b93,3) Medarbejder-relaterede trusler,"Medarbejdere får adgang til informationer, som de ikke har et arbejdsbetinget behov for at få adgang til",false,1
dc4d0f4f-26f9-467b-8992-ce14ca123e14,8634b8b7-fb2b-40b3-ba22-b3129d977b93,3) Medarbejder-relaterede trusler,Brugere er ikke bekendte med reglerne om hvad de må med data og hvad de ikke må?,false,3
120c1cb4-3274-4e74-b09e-c82c0b3f63f8,8634b8b7-fb2b-40b3-ba22-b3129d977b93,4) Cybertrusler,Hackerangreb af typen Ransomware - hvor systemet/data låses/krypteres og kun frigives mod løsepenge,false,2
f7d66f63-7dac-4e9c-8892-a11f8fb0a4af,8634b8b7-fb2b-40b3-ba22-b3129d977b93,4) Cybertrusler,"Hackerangreb, af typen brute-force hvor hackeren systematisk vha. software med stort antal logon-forsøg forsøger at gætte en brugers password",false,1
49d840d6-bced-4260-adf0-a40196e4426c,8634b8b7-fb2b-40b3-ba22-b3129d977b93,5) Leverandørtrusler,Leverandøren evner ikke at opretholde aftalte serviceniveau (SLA),false,2
72eb7563-30a8-446b-ae73-0e9556f25d7b,8634b8b7-fb2b-40b3-ba22-b3129d977b93,5) Leverandørtrusler,"Leverandøren har ikke tilstrækkelige sikkerhedsprocedurer, -foranstaltninger og –kontroller, hvilket kompromitterer sikkerheden på systemet",false,3
9886f8ad-39aa-4fbd-b8fa-82b31ce78853,8634b8b7-fb2b-40b3-ba22-b3129d977b93,5) Leverandørtrusler,Leverandøren har utilstrækkelige nødplaner eller forsømmer test af nødplan,false,4
